0.66,0.045151,0.13025,0.55334,0.72411,0.18756
0.54256,0.64871,-0.15217,0.28513,0.63184,0.1646
0.71606,0.089091,-0.18747,0.89117,0.34326,0.074673
0.58567,-0.10042,0.2238,0.42336,0.46523,0.33839
0.52556,-0.23776,0.31325,0.22125,0.24396,0.54689
0.55632,0.11547,0.10233,0.18053,0.36485,0.31383
0.7088,0.71653,0.90891,0.066364,0.0091341,0.39347
0.19507,0.42196,-0.36503,0.46151,0.57853,0.23478
0.61605,0.054043,0.39842,0.40472,0.33752,0.26115
0.62697,1.0839,0.60312,0.79134,-0.027034,0.10552
0.4877,0.23298,-0.18211,0.26758,0.39307,0.14507
0.047549,0.18083,-0.13378,0.13741,0.82329,0.33438
0.70756,0.2079,0.72302,0.026061,0.0066743,0.31089
0.21183,0.23604,0.28745,0.018272,0.038417,0.52795
0.71942,-0.075002,1.7437,0.20993,1.1379,0.10747
0.23783,0.12996,0.05448,0.40177,0.28641,0.24016
0.075974,0.32726,0.086986,-0.038052,0.27328,0.35153
-0.1059,0.071079,0.89498,-0.089385,1.3749,0.12506
0.039511,-0.096003,0.18697,-0.18614,0.19892,0.3514
0.050924,0.61613,-0.40595,0.65593,0.076045,-0.1016
0.081971,0.29104,-0.0083892,0.22626,-0.040405,0.11427
-0.064934,-0.25828,0.35487,-0.055516,0.23648,0.36983
-0.082315,-0.18822,0.064699,-0.0027786,0.0093523,0.25669
-0.025373,0.29187,-0.003843,0.26438,-0.060665,0.036019
-0.035481,-0.14483,0.20638,-0.073511,-0.04243,0.24714
-0.049393,-0.059405,0.27618,-0.16021,-0.13031,0.29191
0.05582,0.14324,0.0086715,0.11086,-0.028748,0.016525
-0.03849,0.090772,-0.039576,0.19009,-0.042305,0.067843
-0.044685,-0.069734,0.062344,-0.013405,0.047627,0.14234
0.069322,-0.015747,0.38078,0.0035933,0.10974,0.094347
0.026695,0.10795,0.19586,0.0015781,-0.076136,0.11813
-0.0097803,0.18411,0.12477,0.16037,-0.028903,0.056768
0.026674,0.19845,0.016475,0.10753,-0.044745,0.015283
-0.022127,0.2721,0.029961,0.15942,-0.081436,0.027985
-0.21095,0.43235,-0.022772,0.15617,-0.0021883,0.071337
0.00063548,0.041184,0.11284,-0.0048274,-0.037506,0.082621
0.0028752,0.028661,0.045394,0.027573,0.0083528,0.036094
-0.12749,0.29268,0.023689,0.17429,-0.15145,0.081544
0.0029645,-0.019539,0.087686,-0.0055106,-0.013156,0.0678
0.00076231,0.053611,0.12223,-0.010933,-0.071645,0.080061
-0.025152,0.064301,0.041969,-0.0043012,0.095504,0.018513
-0.076222,0.26609,0.025521,0.13338,-0.13889,0.051879
-0.0009263,0.040157,0.0096031,0.051522,-0.0045648,0.019484
0.00072995,0.11665,0.02491,0.050558,-0.03228,0.012786
-0.0041095,0.10575,0.016723,0.051481,-0.027376,0.012665
-0.086137,0.26939,0.023741,0.14747,-0.15223,0.051895
-0.013974,0.046538,0.039158,0.021841,0.029721,0.020556
0.010703,0.060256,0.03181,0.029815,-0.0086451,0.0073856
-0.0028528,0.076545,0.022165,0.032097,-0.015588,0.0092163
-0.045089,0.13338,0.014079,0.067728,-0.066422,0.027034
