-0.40693,0.54843,1.0318,0.44298,-0.28899,1.4172
0.11538,-0.40367,1.2527,0.74074,-0.72122,1.4442
0.054811,1.2698,0.084597,0.042178,1.7016,-0.54619
-0.47916,0.0044772,0.53886,1.1587,-0.29359,1.0217
-0.014967,1.2223,-0.10263,0.43499,1.4772,-0.68591
-0.27412,0.67909,0.27574,0.58595,-0.29914,1.0152
0.17752,-0.64249,2.0627,0.027021,0.086785,0.24654
-0.3037,3.0452,0.46745,1.135,-1.0702,-1.5588
-0.21085,1.1356,-0.24889,0.54877,0.40265,0.15009
-0.17691,0.15002,-0.063507,0.42951,0.63993,0.66213
0.29792,0.75615,2.0141,-1.3161,0.84195,-0.52777
-0.043206,0.46053,1.4026,0.15625,-0.48781,0.1493
0.0048507,0.52092,0.66136,0.53029,-0.0024564,-0.071399
0.33609,-0.73795,0.26773,-0.4325,-0.43249,2.7659
0.0077256,0.66752,1.4566,-0.5076,0.14974,-0.33284
-0.058612,-0.53528,0.20902,-1.0253,-0.6197,3.2275
-0.32134,-0.73984,-0.037165,0.86399,-0.49566,1.5126
0.48875,0.15809,-0.7614,2.0328,-0.28857,-0.82506
0.89509,0.43121,-0.32836,-0.41904,2.5856,-1.6901
0.2762,-0.13263,-0.14477,1.5737,-0.20124,-0.6896
0.68704,0.082069,-0.70561,0.25955,-0.13436,0.79427
-0.24296,0.12783,0.52377,-0.016737,-0.38545,0.49899
0.5488,0.14174,-0.50086,-0.40042,-0.038259,1.0854
0.27517,-0.013671,-0.42783,0.31853,-0.25143,0.70294
1.8827,-0.11788,-0.60699,-0.40013,1.9515,-1.2979
0.80772,0.28585,-0.6351,0.056056,0.18179,0.12055
0.68649,0.2889,-0.56625,-0.084219,0.033122,0.40817
0.10209,0.059701,-0.25967,0.9327,-0.13708,-0.38292
0.61037,0.2585,-0.56016,-0.076555,0.13081,0.24185
0.16611,-0.27024,0.32222,-0.13665,0.50971,-0.20036
0.056756,0.20531,-0.26831,0.56,-0.010068,-0.29494
0.088427,0.20398,-0.35538,0.35985,0.033274,-0.085472
0.32331,-0.21678,0.084822,-0.084431,0.77653,-0.48313
0.025908,-0.16462,0.1348,0.046626,0.01777,0.11101
0.13656,-0.044348,0.18232,-0.12166,0.23678,-0.18406
0.011662,-0.10238,0.070305,-0.035529,0.046554,0.12192
7.7593e-05,-0.13968,0.084511,-0.018852,0.063554,0.11342
0.13571,-0.010577,-0.053661,0.086062,0.077669,-0.085484
0.0032401,-0.10384,0.097644,-0.025161,0.049821,0.065283
0.027386,-0.093346,0.083837,-0.078403,0.095837,0.058182
0.034245,-0.044277,0.0304,0.0058823,0.058958,-0.0064736
0.038391,-0.068945,0.054127,0.0091704,0.057085,-0.014012
0.15263,-0.12728,0.082484,-0.075669,0.2795,-0.17746
0.016743,0.036881,-0.0051109,-0.088834,0.048892,0.07107
0.024021,-0.063134,0.044906,-0.013968,0.074935,-0.0041619
0.062113,-0.071711,0.064294,-0.036665,0.12582,-0.062884
0.19032,0.094798,0.019321,-0.11019,0.28382,-0.31485
0.016279,-0.054259,0.046866,-0.015466,0.045688,0.016352
0.017778,-0.055924,0.051183,-0.042668,0.057191,0.03021
0.034087,-0.048613,0.023885,-0.011832,0.058757,0.0047065
0.022609,-0.058259,0.046758,-0.020247,0.061185,0.0038274
0.023092,0.04322,0.059237,-0.046514,0.025983,-0.038308
0.018603,-0.051606,0.054777,-0.034787,0.053364,0.014568
0.027641,0.0059845,0.0090623,0.0079903,0.036195,-0.032568
0.016079,-0.052389,0.033335,-0.022327,0.046964,0.027033
0.016589,-0.048149,0.045793,-0.019662,0.047858,0.0052729
0.0086451,-0.032059,0.03797,-0.03196,0.030842,0.029017
0.021367,0.00118,0.036905,-0.02264,0.0293,-0.018642
0.018254,-0.032524,0.023467,0.0018818,0.032327,-0.0042829
0.019256,-0.032988,0.025203,-0.023683,0.041681,0.010733
0.02519,-0.034587,0.030526,-0.025826,0.055264,-0.0091809
0.011203,-0.023491,0.019345,-0.010422,0.029149,-0.0018336
